"","players","id","slug","url","DOB","year_pro","weight","height","place_OB","residence","plays","coach"
"286","Marco Trungelliti","ta29","marco-trungelliti","https://www.atptour.com/en/players/marco-trungelliti/ta29/overview","30(1990.01.31)","2008","172lbs(78kg)","5'10""(178cm)","SantiagodelEstero,Argentina","Ordino,Andorra","Right-Handed,Two-HandedBackhand","AlbertPortas,GermanPuentes"
"287","Inigo Cervantes","ca33","inigo-cervantes","https://www.atptour.com/en/players/inigo-cervantes/ca33/overview","30(1989.11.30)","2009","172lbs(78kg)","6'0""(183cm)","Hondarribia,Guipúzcoa,Spain","Javea,Spain","Right-Handed,Two-HandedBackhand","JavierFerrerandIsraelVior"
"288","Albano Olivetti","o411","albano-olivetti","https://www.atptour.com/en/players/albano-olivetti/o411/overview","28(1991.11.24)","2010","229lbs(104kg)","6'8""(203cm)","Haguenau,France","Srasbourg,France","Right-Handed,One-HandedBackhand",""
"289","Facundo Bagnis","bf23","facundo-bagnis","https://www.atptour.com/en/players/facundo-bagnis/bf23/overview","30(1990.02.27)","2008","180lbs(82kg)","6'0""(183cm)","Rosario,Argentina","BuenosAires,Argentina","Left-Handed,Two-HandedBackhand","EduardoSchwank"
"290","Nicolas Devilder","d469","nicolas-devilder","https://www.atptour.com/en/players/nicolas-devilder/d469/overview","(1980.03.25)","2000","143lbs(65kg)","5'8""(173cm)","Dax,France","BoulogneBillancourt,France","Left-Handed,Two-HandedBackhand","O.Malcor&O.Soules"
"291","Kenny De Schepper","d750","kenny-de-schepper","https://www.atptour.com/en/players/kenny-de-schepper/d750/overview","33(1987.05.29)","2010","220lbs(100kg)","6'8""(203cm)","Bordeaux,France","Toulouse,France","Left-Handed,One-HandedBackhand","HenriFabrega"
"292","Steve Johnson","j386","steve-johnson","https://www.atptour.com/en/players/steve-johnson/j386/overview","30(1989.12.24)","2012","190lbs(86kg)","6'2""(188cm)","Orange,CA,USA","RedondoBeach,CA,USA","Right-Handed,Two-HandedBackhand","PeterSmith,MarcLucero"
"293","Bradley Klahn","ka98","bradley-klahn","https://www.atptour.com/en/players/bradley-klahn/ka98/overview","29(1990.08.20)","2012","165lbs(75kg)","6'0""(183cm)","Poway,CA,USA","LosAngeles,CA,USA","Left-Handed,Two-HandedBackhand","PeterLucassen,LeeMerry"
"294","Dennis Novikov","n674","dennis-novikov","https://www.atptour.com/en/players/dennis-novikov/n674/overview","26(1993.11.06)","2013","200lbs(91kg)","6'4""(193cm)","Moscow,Russia","SanJose,CA,USA","Right-Handed,Two-HandedBackhand","VladimirNovikov"
"295","Michael McClune","mf57","michael-mcclune","https://www.atptour.com/en/players/michael-mcclune/mf57/overview","(1989.08.22)","2007","185lbs(84kg)","6'2""(188cm)","LongBeach,California,USA","Irvine,California,USA","Right-Handed,UnknownBackhand","EliotTeltscher"
"296","Greg Jones","j361","greg-jones","https://www.atptour.com/en/players/greg-jones/j361/overview","(1989.01.31)","2007","185lbs(84kg)","6'4""(193cm)","Sydney,Australia","Sydney,Australia","Right-Handed,UnknownBackhand",""
"297","Daniel Evans","e687","daniel-evans","https://www.atptour.com/en/players/daniel-evans/e687/overview","30(1990.05.23)","2006","165lbs(75kg)","5'9""(175cm)","Birmingham,England","Birmingham,England","Right-Handed,One-HandedBackhand","MarkHilton"
"298","Alex Kuznetsov","k737","alex-kuznetsov","https://www.atptour.com/en/players/alex-kuznetsov/k737/overview","(1987.02.05)","2004","172lbs(78kg)","6'0""(183cm)","Kiev,Ukraine","Tampa,FL,USA","Right-Handed,Two-HandedBackhand",""
"299","Prakash Amritraj","a487","prakash-amritraj","https://www.atptour.com/en/players/prakash-amritraj/a487/overview","(1983.10.02)","2003","165lbs(75kg)","6'2""(188cm)","LosAngeles,CA,USA","Encino,CA,USA","Right-Handed,UnknownBackhand",""
"300","Martin Alund","a539","martin-alund","https://www.atptour.com/en/players/martin-alund/a539/overview","(1985.12.26)","","176lbs(80kg)","6'0""(183cm)","Mendoza,Argentina","Mendoza,Argentina","Right-Handed,One-HandedBackhand","FabianBlengino"
"301","Henri Laaksonen","l949","henri-laaksonen","https://www.atptour.com/en/players/henri-laaksonen/l949/overview","28(1992.03.31)","2009","172lbs(78kg)","6'1""(185cm)","Lohja,Finland","Glattpark,Switzerland","Right-Handed,Two-HandedBackhand","DavidPultr"
"302","Jan-Lennard Struff","sl28","jan-lennard-struff","https://www.atptour.com/en/players/jan-lennard-struff/sl28/overview","30(1990.04.25)","2009","202lbs(92kg)","6'4""(193cm)","Warstein,Germany","Warstein,Germany","Right-Handed,Two-HandedBackhand","CarstenArriens"
"303","Nils Langer","l908","nils-langer","https://www.atptour.com/en/players/nils-langer/l908/overview","(1990.01.25)","","170lbs(77kg)","6'4""(193cm)","Ludwigsburg,Germany","Affalterbach,Germany","Right-Handed,One-HandedBackhand","MarkusWislsperger,TobiasSummerer"
"304","Jaroslav Pospisil","p605","jaroslav-pospisil","https://www.atptour.com/en/players/jaroslav-pospisil/p605/overview","39(1981.02.09)","","159lbs(72kg)","5'10""(178cm)","Prostejov,CzechRepublic","Prostejov,CzechRepublic","Right-Handed,Two-HandedBackhand","NovakJiri,FromelHynek"
"305","Mirza Basic","be67","mirza-basic","https://www.atptour.com/en/players/mirza-basic/be67/overview","29(1991.07.12)","2012","193lbs(88kg)","6'2""(188cm)","Sarajevo,Bosnia-Herzegovina","Sarajevo,Bosnia-Herzegovina","Right-Handed,Two-HandedBackhand","DamirBasic,DanielMeyers"
"306","Miloslav Mecir","mf36","miloslav-mecir","https://www.atptour.com/en/players/miloslav-mecir/mf36/overview","(1988.01.20)","","193lbs(88kg)","6'5""(196cm)","Prague,CzechRepublic","Bratislava,SlovakRepublic","Right-Handed,Two-HandedBackhand",""
"307","John Millman","mh30","john-millman","https://www.atptour.com/en/players/john-millman/mh30/overview","31(1989.06.14)","2006","174lbs(79kg)","6'0""(183cm)","Brisbane,Australia","Brisbane,Australia","Right-Handed,Two-HandedBackhand",""
"308","Marton Fucsovics","f724","marton-fucsovics","https://www.atptour.com/en/players/marton-fucsovics/f724/overview","28(1992.02.08)","2010","181lbs(82kg)","6'2""(188cm)","Nyiregyhaza,Hungary","Budapest,Hungary","Right-Handed,Two-HandedBackhand","OlivierTauma"
"309","Pierre-Hugues Herbert","h996","pierre-hugues-herbert","https://www.atptour.com/en/players/pierre-hugues-herbert/h996/overview","29(1991.03.18)","2010","165lbs(75kg)","6'2""(188cm)","Schiltigheim,France","Delemont,Switzerland","Right-Handed,Two-HandedBackhand","BenjaminBalleret,JeanRochHerbert"
"310","Pablo Carreno Busta","cd85","pablo-carreno-busta","https://www.atptour.com/en/players/pablo-carreno-busta/cd85/overview","29(1991.07.12)","2009","172lbs(78kg)","6'2""(188cm)","Gijon,Spain","Barcelona,Spain","Right-Handed,Two-HandedBackhand","SamuelLopez,CesarFabregas"
"311","Arnau Brugues-Davi","ba77","arnau-brugues-davi","https://www.atptour.com/en/players/arnau-brugues-davi/ba77/overview","(1985.03.05)","2009","181lbs(82kg)","6'0""(183cm)","Vic,Barcelona","Gurb,Barcelona","Left-Handed,Two-HandedBackhand","MarcosRoy"
"312","Rhyne Williams","w522","rhyne-williams","https://www.atptour.com/en/players/rhyne-williams/w522/overview","(1991.03.22)","2011","185lbs(84kg)","6'1""(185cm)","Knoxville,Tennessee","Tampa,Florida,USA","Right-Handed,Two-HandedBackhand","ChristopherWilliams"
"313","Guido Pella","pc11","guido-pella","https://www.atptour.com/en/players/guido-pella/pc11/overview","30(1990.05.17)","2007","174lbs(79kg)","6'0""(183cm)","BahiaBlanca,Argentina","BuenosAires,Argentina","Left-Handed,Two-HandedBackhand","JoseAcasuso,KevinKonfederak"
"314","Matteo Viola","v490","matteo-viola","https://www.atptour.com/en/players/matteo-viola/v490/overview","33(1987.07.07)","2004","176lbs(80kg)","6'1""(185cm)","Mestre-Venice,Italy","Marghera-Venice,Italy","Right-Handed,Two-HandedBackhand","MarcoCepile,AndreaMantegazza"
"315","Sam Groth","g940","sam-groth","https://www.atptour.com/en/players/sam-groth/g940/overview","(1987.10.19)","2006","220lbs(100kg)","6'4""(193cm)","Narrandera,Australia","Melbourne,Australia","Right-Handed,One-HandedBackhand","BillyHeiser"
"316","Filip Peliwo","pf65","filip-peliwo","https://www.atptour.com/en/players/filip-peliwo/pf65/overview","26(1994.01.30)","2013","158lbs(72kg)","5'11""(180cm)","NorthVancouver,Canada","Vancouver&Montreal,Canada","Right-Handed,Two-HandedBackhand","FredericNiemeyer"
"317","Joachim Johansson","j194","joachim-johansson","https://www.atptour.com/en/players/joachim-johansson/j194/overview","(1982.07.01)","2000","198lbs(90kg)","6'6""(198cm)","Lund,Sweden","Falun,Sweden","Right-Handed,One-HandedBackhand","JohanLandsberg"
"318","Karen Khachanov","ke29","karen-khachanov","https://www.atptour.com/en/players/karen-khachanov/ke29/overview","24(1996.05.21)","2013","192lbs(87kg)","6'6""(198cm)","Moscow,Russia","Dubai,UAE","Right-Handed,Two-HandedBackhand","FredrikRosengren"
"319","Mohamed Safwat","sk47","mohamed-safwat","https://www.atptour.com/en/players/mohamed-safwat/sk47/overview","29(1990.09.19)","","182lbs(83kg)","5'11""(180cm)","Mansoura,Egypt","Cairo,Egypt","Right-Handed,Two-HandedBackhand","GilbertSchaller"
"320","Gastao Elias","e698","gastao-elias","https://www.atptour.com/en/players/gastao-elias/e698/overview","29(1990.11.24)","2008","168lbs(76kg)","6'0""(183cm)","Lourinha,Portugal","Lourinha,Portugal","Right-Handed,Two-HandedBackhand","FrancoDavin"
"321","Cristian Garin","gd64","cristian-garin","https://www.atptour.com/en/players/cristian-garin/gd64/overview","24(1996.05.30)","2011","187lbs(85kg)","6'1""(185cm)","Santiago,Chile","Santiago,Chile","Right-Handed,Two-HandedBackhand","AndresSchneiter"
"322","Diego Schwartzman","sm37","diego-schwartzman","https://www.atptour.com/en/players/diego-schwartzman/sm37/overview","27(1992.08.16)","2010","141lbs(64kg)","5'7""(170cm)","BuenosAires,Argentina","BuenosAires,Argentina","Right-Handed,Two-HandedBackhand","JuanIgnacioChela,LeonardoOlguin"
"323","Lucas Pouille","pf39","lucas-pouille","https://www.atptour.com/en/players/lucas-pouille/pf39/overview","26(1994.02.23)","2012","185lbs(84kg)","6'1""(185cm)","Grande-Synthe,France","Dubai,UAE","Right-Handed,Two-HandedBackhand","AmelieMauresmo"
"324","Nick Kyrgios","ke17","nick-kyrgios","https://www.atptour.com/en/players/nick-kyrgios/ke17/overview","25(1995.04.27)","2013","187lbs(85kg)","6'4""(193cm)","Canberra,Australia","Nassau,Bahamas","Right-Handed,Two-HandedBackhand",""
"325","Peter Gojowczyk","g967","peter-gojowczyk","https://www.atptour.com/en/players/peter-gojowczyk/g967/overview","31(1989.07.15)","2006","183lbs(83kg)","6'2""(188cm)","Munich,Germany","Munich,Germany","Right-Handed,Two-HandedBackhand","KristofferSchimpf"
"326","Amir Weintraub","w471","amir-weintraub","https://www.atptour.com/en/players/amir-weintraub/w471/overview","33(1986.09.16)","2005","176lbs(80kg)","6'1""(185cm)","Rehovot,Israel","Israel","Right-Handed,One-HandedBackhand",""
"327","Christian Harrison","hb05","christian-harrison","https://www.atptour.com/en/players/christian-harrison/hb05/overview","26(1994.05.29)","2007","170lbs(77kg)","5'11""(180cm)","Shreveport,LA,USA","Bradenton,FL,USA","Right-Handed,Two-HandedBackhand","PatHarrison"
"328","Andre Ghem","g602","andre-ghem","https://www.atptour.com/en/players/andre-ghem/g602/overview","38(1982.05.29)","2003","190lbs(86kg)","6'4""(193cm)","PortoAlegre,Brazil","NovoHamburgo,Brazil","Right-Handed,UnknownBackhand","CarlosZwetsch"
"329","Victor Estrella Burgos","e224","victor-estrella-burgos","https://www.atptour.com/en/players/victor-estrella-burgos/e224/overview","39(1980.08.02)","2002","170lbs(77kg)","5'7""(170cm)","Santiago,DominicanRepublic","Santiago,DominicanRepublic","Right-Handed,One-HandedBackhand","ManuelAntuna"
"330","Emilio Gomez","ga36","emilio-gomez","https://www.atptour.com/en/players/emilio-gomez/ga36/overview","28(1991.11.28)","2013","178lbs(81kg)","6'1""(185cm)","Guayaquil,Ecuador","Guayaquil,Ecuador","Right-Handed,Two-HandedBackhand",""
"331","Kyle Edmund","e831","kyle-edmund","https://www.atptour.com/en/players/kyle-edmund/e831/overview","25(1995.01.08)","2012","183lbs(83kg)","6'2""(188cm)","Johannesburg,SouthAfrica","Nassau,Bahamas","Right-Handed,Two-HandedBackhand","FrancoDavin,ColinBeecher"
"332","Blaz Rola","ra51","blaz-rola","https://www.atptour.com/en/players/blaz-rola/ra51/overview","29(1990.10.05)","2013","187lbs(85kg)","6'4""(193cm)","Ptuj,Slovenia","Ptuj,Slovenia","Left-Handed,Two-HandedBackhand","DavidKass"
"333","Yann Marti","mg54","yann-marti","https://www.atptour.com/en/players/yann-marti/mg54/overview","32(1988.06.07)","","163lbs(74kg)","5'8""(173cm)","Sierre,Switzerland","Venthone,Switzerland","Right-Handed,Two-HandedBackhand","Jean-MarieMarti"
"334","Austin Krajicek","ka00","austin-krajicek","https://www.atptour.com/en/players/austin-krajicek/ka00/overview","30(1990.06.16)","2012","175lbs(79kg)","6'2""(188cm)","Tampa,FL,USA","Bryan,TX,USA","Left-Handed,Two-HandedBackhand","JohnFarrington"
"335","Ante Pavic","pc78","ante-pavic","https://www.atptour.com/en/players/ante-pavic/pc78/overview","31(1989.03.07)","","211lbs(96kg)","6'5""(196cm)","Ogulin,Croatia","Zagreb,Croatia","Right-Handed,Two-HandedBackhand","ClaudioPistolesi,MikeJames"
"336","Luke Saville","sm09","luke-saville","https://www.atptour.com/en/players/luke-saville/sm09/overview","26(1994.01.02)","","183lbs(83kg)","6'2""(188cm)","Barmera,Australia","Barmera,Australia","Right-Handed,Two-HandedBackhand","CraigTyzzer"
"337","Renzo Olivo","o376","renzo-olivo","https://www.atptour.com/en/players/renzo-olivo/o376/overview","28(1992.03.15)","2009","160lbs(73kg)","5'11""(180cm)","Rosario,Argentina","Rosario,Argentina","Right-Handed,Two-HandedBackhand","JavierNalbandian,FrancoSquillari"
"338","Radu Albot","a829","radu-albot","https://www.atptour.com/en/players/radu-albot/a829/overview","30(1989.11.11)","2008","152lbs(69kg)","5'9""(175cm)","Chisinau,Moldova","Chisinau,Moldova","Right-Handed,Two-HandedBackhand","MagnusTideman"
"339","Elias Ymer","y218","elias-ymer","https://www.atptour.com/en/players/elias-ymer/y218/overview","24(1996.04.10)","2014","174lbs(79kg)","6'0""(183cm)","Skara,Sweden","Stockholm,Sweden","Right-Handed,Two-HandedBackhand","MilosSekulic"
"340","Christian Lindell","la94","christian-lindell","https://www.atptour.com/en/players/christian-lindell/la94/overview","28(1991.11.20)","","191lbs(87kg)","6'4""(193cm)","RioDeJaneiro,Brazil","RioDeJaneiro,Brazil","Right-Handed,Two-HandedBackhand","CarlosAlbuquerque"
"341","Jiri Vesely","v708","jiri-vesely","https://www.atptour.com/en/players/jiri-vesely/v708/overview","27(1993.07.10)","2009","207lbs(94kg)","6'6""(198cm)","Pribram,CzechRepublic","RasAlKhaimah,UAE","Left-Handed,Two-HandedBackhand","JaroslavNavratil,DusanLojda"
"342","Philipp Davydenko","d908","philipp-davydenko","https://www.atptour.com/en/players/philipp-davydenko/d908/overview","(1992.09.02)","","178lbs(81kg)","6'0""(183cm)","Volgograd,Russia","Bedburg,Germany","Right-Handed,One-HandedBackhand","EduardDavydenko"
"343","Borna Coric","cg80","borna-coric","https://www.atptour.com/en/players/borna-coric/cg80/overview","23(1996.11.14)","2013","187lbs(85kg)","6'2""(188cm)","Zagreb,Croatia","Dubai,UAE","Right-Handed,Two-HandedBackhand","MartinStepanek"
"344","Roberto Carballes Baena","cf59","roberto-carballes-baena","https://www.atptour.com/en/players/roberto-carballes-baena/cf59/overview","27(1993.03.23)","2011","170lbs(77kg)","6'0""(183cm)","Tenerife,Spain","Granada,Spain","Right-Handed,Two-HandedBackhand","PereRiba"
"345","Aleksandr Nedovyesov","n503","aleksandr-nedovyesov","https://www.atptour.com/en/players/aleksandr-nedovyesov/n503/overview","33(1987.02.15)","2005","179lbs(81kg)","6'4""(193cm)","Alushta,Ukraine","Astana,Kazakhstan","Right-Handed,Two-HandedBackhand","NumridMuhatasov"
"346","Alejandro Gonzalez","g892","alejandro-gonzalez","https://www.atptour.com/en/players/alejandro-gonzalez/g892/overview","31(1989.02.07)","2006","182lbs(83kg)","6'3""(191cm)","Medellin,Colombia","Medellin,Colombia","Right-Handed,Two-HandedBackhand","PabloFuente"
"347","Alexander Zverev","z355","alexander-zverev","https://www.atptour.com/en/players/alexander-zverev/z355/overview","23(1997.04.20)","2013","198lbs(90kg)","6'6""(198cm)","Hamburg,Germany","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand","AlexanderZverevSr."
"348","Chuhan Wang","w614","chuhan-wang","https://www.atptour.com/en/players/chuhan-wang/w614/overview","28(1992.02.24)","","165lbs(75kg)","6'2""(188cm)","Dalian,China","Beijing,China","Right-Handed,Two-HandedBackhand","JuanEsparcia"
"349","Taro Daniel","da81","taro-daniel","https://www.atptour.com/en/players/taro-daniel/da81/overview","27(1993.01.27)","2010","176lbs(80kg)","6'3""(191cm)","NewYork,NY,USA","Bradenton,FL,USA","Right-Handed,Two-HandedBackhand","SvenGroeneveld"
"350","Axel Michon","mi11","axel-michon","https://www.atptour.com/en/players/axel-michon/mi11/overview","(1990.12.16)","","","","","","",""
"351","Tim Puetz","pc68","tim-puetz","https://www.atptour.com/en/players/tim-puetz/pc68/overview","32(1987.11.19)","","171lbs(78kg)","6'1""(185cm)","Frankfurt,Germany","Usingen,Germany","Right-Handed,UnknownBackhand","DominikMeffert"
"352","Damir Dzumhur","d923","damir-dzumhur","https://www.atptour.com/en/players/damir-dzumhur/d923/overview","28(1992.05.20)","2011","150lbs(68kg)","5'9""(175cm)","Sarajevo,Bosnia-Herzegovina","Sarajevo,Bosnia-Herzegovina","Right-Handed,Two-HandedBackhand","PetarPopovic"
"353","Thanasi Kokkinakis","kd46","thanasi-kokkinakis","https://www.atptour.com/en/players/thanasi-kokkinakis/kd46/overview","24(1996.04.10)","2013","185lbs(84kg)","6'4""(193cm)","Adelaide,Australia","Adelaide,Australia","Right-Handed,Two-HandedBackhand","ToddLangman,JoelKerley"
"354","Mate Delic","da89","mate-delic","https://www.atptour.com/en/players/mate-delic/da89/overview","(1993.04.29)","","189lbs(86kg)","6'5""(196cm)","Split,Croatia","Split,Croatia","Right-Handed,Two-HandedBackhand",""
"355","Jason Kubler","kb95","jason-kubler","https://www.atptour.com/en/players/jason-kubler/kb95/overview","27(1993.05.19)","2011","163lbs(74kg)","5'10""(178cm)","Brisbane,Australia","Brisbane,Australia","Right-Handed,Two-HandedBackhand","DesmondTyson"
"356","Nikola Milojevic","mm66","nikola-milojevic","https://www.atptour.com/en/players/nikola-milojevic/mm66/overview","25(1995.06.19)","2013","168lbs(76kg)","6'2""(188cm)","Belgrade,Serbia","Belgrade,Serbia","Right-Handed,Two-HandedBackhand","NikolaCiric"
"357","Ramkumar Ramanathan","rb56","ramkumar-ramanathan","https://www.atptour.com/en/players/ramkumar-ramanathan/rb56/overview","25(1994.11.08)","2009","176lbs(80kg)","6'2""(188cm)","Chennai,India","Chennai,India","Right-Handed,Two-HandedBackhand","JuanBalcells"
"358","Luca Vanni","v495","luca-vanni","https://www.atptour.com/en/players/luca-vanni/v495/overview","35(1985.06.04)","","207lbs(94kg)","6'6""(198cm)","CasteldelPiano,Italy","FoianodellaChiana,Italy","Right-Handed,Two-HandedBackhand","FabioGorietti"
"359","Michael Venus","v576","michael-venus","https://www.atptour.com/en/players/michael-venus/v576/overview","32(1987.10.16)","2009","190lbs(86kg)","6'3""(191cm)","Auckland,NewZealand","London,England","Right-Handed,Two-HandedBackhand","DavideSanguinetti,PatHarrison"
